id_annonce,price
35160615,441826.2700712873
35830639,887845.5605847405
36016657,839651.4164151243
35759225,331880.95756453986
35252229,983554.4277508762
35784463,251975.60345436388
35888589,682233.3278699478
35839901,682828.7118055937
35832257,331676.8331276053
36048903,212559.86816372097
36011167,94955.67735239574
35775835,173800.8268389377
35876281,171257.49381776023
36017443,196676.80010758826
35889895,759730.1599058007
35856951,638152.0528010653
35784241,139665.89210667636
35903495,228659.34351288542
35840075,895085.2556378429
35747951,315338.01963097585
35858979,881863.263159715
35738909,288080.15004129906
35845325,947782.252110554
35772251,299111.83651312155
36026445,668517.8181299205
35874507,455765.2679902928
36038985,572265.6646977892
35903657,542322.9002056489
35759525,672292.3663959036
35778763,336266.0724320311
35795649,103116.6243268562
35901957,286795.426752535
35875533,948390.6893053537
35858841,70622.51827652
35870739,708361.0539579466
35825711,205264.3136504847
36037445,176808.65246897336
35835639,799303.4905612606
35902247,911404.3965785286
35791157,633040.2714704173
35889457,930387.1485727794
35999493,730068.3297846483
35808205,313571.788296543
35971153,19157.53880184967
35852789,935253.0571717803
35875167,484885.86936769285
36041397,502481.1191465408
36035395,482269.96795006626
35863631,420650.84800904285
35852607,380098.4107945413
35760605,537410.5350616518
35812215,107374.36949629319
35964293,78628.17475251305
35787115,69608.09244040323
35881399,683142.604780383
36027199,873873.2788332988
36049949,344830.99826915265
35814877,682595.0422650977
35809961,481696.1368559236
35964099,659266.4641260596
34849441,492741.13413476327
35821943,127933.67516346942
36079937,358192.7313596155
35867865,793708.1937764293
36051475,270558.91346434026
36048103,90960.97281894188
36034103,945196.8914988926
35812747,467348.7878092295
35886241,819015.3615936736
36040987,25772.888146694982
35765365,852013.9187392887
35831875,739448.1862693594
35929777,330168.643359654
35761189,425199.81166068197
36040913,826092.7962549159
35965123,356705.89304059406
35862247,328790.00207673013
35851681,50892.13119480973
35827523,115373.94662121692
35891391,526546.4135049686
36063431,670894.8786328296
35656587,387027.551092063
35797575,118606.3192185477
35800105,704532.427031048
35896991,814047.851747803
35962101,810495.2862739469
30821887,434915.23388350994
35745687,336238.8330580812
36058613,60427.52530669426
35775935,287137.2763900517
36035667,880244.3547025576
35772735,902805.4326396124
35821543,258258.78689312222
35792463,902285.3450021935
35881393,622866.3897113322
36061417,544269.6406756033
35989297,325312.81034629623
31675585,268379.4860061833
35804495,869706.9687656991
36061077,390007.3596415444
35767115,655022.9297710914
35884711,647446.4146628784
35846117,376748.1816609358
36045745,631802.6603625045
35758317,177275.02948811502
36022135,313235.5878264402
35868571,523792.099925248
35758333,527459.6169077298
35776029,146576.69687672524
31658435,75636.4588726699
36095547,663626.3129996321
35971129,564229.9202281152
35779203,219456.37655746087
35872763,695520.0009101053
35820431,248044.5333969412
36052293,4444.498960599508
35971329,488300.96978111536
36010107,533974.9198524172
35871561,105953.15981680165
36008977,269968.3199484763
35837337,272283.0092736711
36000031,214800.64860454117
35775521,860272.5437633469
35987475,659171.4625433495
36010311,843935.7394488758
35795245,568244.6099789577
35795879,854105.1678384048
35860945,935465.051776756
36059091,959489.3298668917
35838091,300775.2706898941
35852105,563563.9386045437
35838483,63431.97451432092
35971403,215340.6109446393
35814827,834221.3122812691
36056439,886275.9752686097
35864463,381999.076350939
35745625,694027.6177488943
35698035,641221.6164049116
35971109,774530.0275251949
35782199,500993.45424964104
35811357,247615.71369894088
35830469,938178.0429724414
35874463,91831.32489053647
35781955,665921.6809052223
35844971,122038.8433335563
35930993,900680.5996078459
35962461,411643.59696925955
35886801,989078.6564805317
35829533,76642.06204431367
36033543,750330.8489807397
35855575,299323.80518638814
35775953,458059.89138398715
31503911,438074.8746564096
36044181,372263.3140606754
35820189,267389.8998420626
35885501,601165.3014155322
36022233,695614.2785131168
35782483,296040.14247233525
36017631,541589.8125396811
35812973,112239.5541461384
35906207,887418.7717086293
36046295,888520.1103857126
35795697,658730.5372835402
35829665,876885.0708236537
35738027,403572.7130397542
36020613,812263.1084728912
35996923,787210.4582857614
35999197,130242.08195446907
35871935,53734.54271634126
36053129,670268.5012684285
36014705,91829.77337072129
36040157,763797.6361318763
35999331,884481.8905389375
35840307,120432.59566497333
35800001,986038.2942945358
34972263,316337.9527893405
36047411,844554.8252720853
35949849,999753.1132340687
35965055,762991.0501578731
35869947,830251.8441545845
35919777,810891.9329866451
35889317,362455.0357760158
35871717,407642.53269890946
35964895,815677.2993946593
36081269,6670.811343004734
35850581,633855.7811174169
35995757,353510.8313520492
36021897,145520.43106749767
35875339,974048.5412640631
35856657,715193.1843869914
36055325,98236.51219827845
36001251,824544.5143156695
36027667,635397.8503062107
35891381,880177.41943677
36063111,185820.4683038125
35852309,388906.47476786457
35839679,839130.5446566757
35977699,462939.5919987573
24049683,576228.6129733156
36038471,897742.8095122306
35761567,810359.0755463586
35897013,170072.46305178647
36048941,527013.7550851614
35889293,762031.2847531405
35949541,326345.2802665506
35771703,474181.1646649955
35784513,777022.5571222488
35806947,521452.0041139137
35743893,93191.9175824567
35996771,455794.66526860814
36008299,294102.2397196037
36063101,614474.3428183605
36061925,314148.55571940145
36020985,213122.63402184373
35829337,149273.84158606306
35806263,859828.1253261436
35929787,54410.158403146226
35923269,482763.4541962186
35961679,796583.162515298
35868713,342021.57589867053
35815231,777797.7523494323
36035551,548830.4110417422
35830473,968805.3563913296
36047671,206842.81979137065
35938575,573958.1381978032
35876183,190572.37274466731
36062433,777111.5637015655
