id_annonce,price
35996577,355000.0
35811033,190000.0
35731841,39000.0
35886765,299000.0
35781137,478000.0
36048491,249000.0
36049101,2050000.0
35886249,241000.0
36058309,334400.0
35783101,327600.0
35996465,299000.0
35856327,222500.0
35862559,229999.0
35999115,231900.0
35817825,1495000.0
36066565,499152.0
35834045,430000.0
35768573,495000.0
36045049,333200.0
35998999,1639000.0
36042341,191000.0
36034105,159990.0
35862307,249000.0
35738297,125000.0
35805297,118000.0
35997109,129000.0
35734739,252000.0
36003641,50000.0
36037549,569800.0
36013375,280000.0
35793273,148000.0
35765901,191000.0
36017929,89500.0
35830283,75500.0
36053773,557000.0
35878969,340000.0
35798657,323380.0
35964789,182000.0
36021081,220000.0
35831931,358000.0
35824247,34000.0
35800669,730000.0
35975917,129000.0
30695895,144000.0
35919751,71500.0
35854017,360000.0
36016409,226000.0
36062257,860000.0
36058353,379400.0
36048355,349000.0
35845733,146000.0
36025773,139500.0
35782189,178000.0
35823715,420000.0
36060093,535000.0
35998213,44955.0
36062925,735000.0
35995711,303000.0
36061533,1440000.0
35801963,107200.0
35772577,269025.0
35997921,97000.0
35897205,345000.0
35835335,380800.0
35999645,115000.0
35800323,83000.0
35775847,888250.0
35878813,256000.0
36028819,241000.0
35867805,924000.0
36035501,60000.0
36045101,335000.0
35800471,1325000.0
35876499,269000.0
35867067,857276.0
35757197,252000.0
35812991,275000.0
35891343,445000.0
35785135,167700.0
36029687,374000.0
35909465,789000.0
35808251,755550.0
35785235,365000.0
36052481,66000.0
35996865,780000.0
36048587,715000.0
35815707,429000.0
35901329,132000.0
35900487,159408.0
35911437,699000.0
36030289,90950.0
35800811,997500.0
35734011,599000.0
35879397,240900.0
36045475,399000.0
35812899,890000.0
36004357,299000.0
30363665,169500.0
35902383,1995000.0
36018367,378000.0
35793535,180000.0
35956891,217000.0
35794909,30000.0
35745483,279000.0
36020963,898000.0
35855761,220500.0
35826205,252000.0
36020949,380000.0
36048155,289000.0
34058407,119000.0
35802497,244400.0
35819275,181900.0
35953739,631000.0
35829235,875000.0
36059495,650000.0
36010901,395000.0
35798561,189000.0
36019977,110000.0
35956977,230000.0
36042411,62640.0
31404735,297000.0
35846253,79500.0
36047869,118800.0
35855691,895000.0
36029571,385000.0
35816169,189000.0
35849349,236000.0
35888937,249000.0
31374227,550000.0
35867069,640000.0
36040159,400000.0
36040589,626200.0
35271299,65000.0
35868595,407000.0
35864779,605000.0
36034091,363000.0
35815703,210000.0
35826831,499000.0
35886823,436000.0
36080005,170212.0
35910897,44750.0
35830089,490210.0
35842863,795000.0
36076799,109805.0
35828435,300000.0
35880789,273000.0
35869867,425000.0
35979469,245000.0
36066545,340000.0
